1932.0	887.0	2264.0	0.0	0.0	0.0
1929.0	885.0	2272.0	0.0	0.0	0.0
1929.0	883.0	2289.0	0.0	0.0	0.0
1933.0	881.0	2297.0	0.0	0.0	0.0
1931.0	884.0	2326.0	0.0	0.0	0.0
1930.0	882.0	2318.0	0.0	0.0	0.0
1927.0	884.0	2330.0	0.0	0.0	0.0
1929.0	884.0	2342.0	0.0	0.0	0.0
1930.0	884.0	2342.0	0.0	0.0	0.0
1930.0	882.0	2359.0	0.0	0.0	0.0
1931.0	884.0	2367.0	0.0	0.0	0.0
1937.0	886.0	2397.0	0.0	0.0	0.0
1930.0	885.0	2399.0	0.0	0.0	0.0
1936.0	885.0	2437.0	0.0	0.0	0.0
1931.0	886.0	2409.0	0.0	0.0	0.0
1929.0	893.0	2447.0	0.0	0.0	0.0
1930.0	883.0	2451.0	0.0	0.0	0.0
1929.0	885.0	2435.0	0.0	0.0	0.0
1932.0	885.0	2445.0	0.0	0.0	0.0
1932.0	887.0	2449.0	0.0	0.0	0.0
1929.0	884.0	2451.0	0.0	0.0	0.0
1930.0	885.0	2473.0	0.0	0.0	0.0
1932.0	885.0	2492.0	0.0	0.0	0.0
1933.0	885.0	2486.0	0.0	0.0	0.0
1930.0	886.0	2490.0	0.0	0.0	0.0
1931.0	886.0	2499.0	0.0	0.0	0.0
1930.0	885.0	2488.0	0.0	0.0	0.0
1931.0	885.0	2541.0	0.0	0.0	0.0
1930.0	885.0	2517.0	0.0	0.0	0.0
1931.0	884.0	2548.0	0.0	0.0	0.0
1932.0	883.0	2522.0	0.0	0.0	0.0
1933.0	885.0	2532.0	0.0	0.0	0.0
1929.0	889.0	2550.0	0.0	0.0	0.0
1930.0	884.0	2514.0	0.0	0.0	0.0
1931.0	884.0	2532.0	0.0	0.0	0.0
1930.0	885.0	2550.0	0.0	0.0	0.0
1933.0	888.0	2550.0	0.0	0.0	0.0
1933.0	885.0	2561.0	0.0	0.0	0.0
1931.0	884.0	2583.0	0.0	0.0	0.0
1932.0	887.0	2541.0	0.0	0.0	0.0
1932.0	886.0	2544.0	0.0	0.0	0.0
1933.0	885.0	2527.0	0.0	0.0	0.0
1929.0	885.0	2522.0	0.0	0.0	0.0
1933.0	884.0	2539.0	0.0	0.0	0.0
1930.0	884.0	2533.0	0.0	0.0	0.0
1931.0	886.0	2511.0	0.0	0.0	0.0
1929.0	884.0	2463.0	0.0	0.0	0.0
1929.0	884.0	2465.0	0.0	0.0	0.0
1929.0	883.0	2444.0	0.0	0.0	0.0
1929.0	884.0	2465.0	0.0	0.0	0.0
1929.0	887.0	2447.0	0.0	0.0	0.0
1933.0	885.0	2469.0	0.0	0.0	0.0
1933.0	885.0	2444.0	0.0	0.0	0.0
1930.0	884.0	2436.0	0.0	0.0	0.0
1933.0	885.0	2438.0	0.0	0.0	0.0
1930.0	884.0	2426.0	0.0	0.0	0.0
1927.0	883.0	2406.0	0.0	0.0	0.0
1930.0	883.0	2396.0	0.0	0.0	0.0
1931.0	886.0	2372.0	0.0	0.0	0.0
1935.0	884.0	2363.0	0.0	0.0	0.0
1930.0	886.0	2368.0	0.0	0.0	0.0
1928.0	885.0	2321.0	0.0	0.0	0.0
1929.0	882.0	2333.0	0.0	0.0	0.0
1930.0	884.0	2323.0	0.0	0.0	0.0
1928.0	885.0	2339.0	0.0	0.0	0.0
1930.0	881.0	2311.0	0.0	0.0	0.0
1929.0	885.0	2271.0	0.0	0.0	0.0
1930.0	883.0	2252.0	0.0	0.0	0.0
1930.0	882.0	2245.0	0.0	0.0	0.0
1931.0	884.0	2228.0	0.0	0.0	0.0
1930.0	883.0	2238.0	0.0	0.0	0.0
1929.0	885.0	2238.0	0.0	0.0	0.0
1930.0	892.0	2209.0	0.0	0.0	0.0
1930.0	884.0	2215.0	0.0	0.0	0.0
1933.0	885.0	2205.0	0.0	0.0	0.0
1932.0	886.0	2213.0	0.0	0.0	0.0
1931.0	882.0	2179.0	0.0	0.0	0.0
1930.0	884.0	2188.0	0.0	0.0	0.0
1930.0	893.0	2171.0	0.0	0.0	0.0
1929.0	885.0	2159.0	0.0	0.0	0.0
1933.0	886.0	2165.0	0.0	0.0	0.0
1929.0	882.0	2154.0	0.0	0.0	0.0
1930.0	882.0	2154.0	0.0	0.0	0.0
1931.0	884.0	2162.0	0.0	0.0	0.0
1931.0	885.0	2166.0	0.0	0.0	0.0
1930.0	882.0	2152.0	0.0	0.0	0.0
1929.0	885.0	2184.0	0.0	0.0	0.0
1929.0	884.0	2184.0	0.0	0.0	0.0
1929.0	886.0	2172.0	0.0	0.0	0.0
1929.0	884.0	2204.0	0.0	0.0	0.0
1928.0	882.0	2191.0	0.0	0.0	0.0
1930.0	883.0	2190.0	0.0	0.0	0.0
1929.0	885.0	2195.0	0.0	0.0	0.0
1934.0	885.0	2200.0	0.0	0.0	0.0
1934.0	885.0	2192.0	0.0	0.0	0.0
1930.0	884.0	2223.0	0.0	0.0	0.0
1932.0	886.0	2221.0	0.0	0.0	0.0
1931.0	886.0	2255.0	0.0	0.0	0.0
1931.0	884.0	2247.0	0.0	0.0	0.0
1932.0	886.0	2255.0	0.0	0.0	0.0
1932.0	885.0	2261.0	0.0	0.0	0.0
1935.0	886.0	2268.0	0.0	0.0	0.0
1930.0	883.0	2280.0	0.0	0.0	0.0
1932.0	885.0	2290.0	0.0	0.0	0.0
1928.0	884.0	2332.0	0.0	0.0	0.0
1930.0	880.0	2328.0	0.0	0.0	0.0
1930.0	884.0	2338.0	0.0	0.0	0.0
1929.0	885.0	2347.0	0.0	0.0	0.0
1930.0	885.0	2362.0	0.0	0.0	0.0
1930.0	885.0	2358.0	0.0	0.0	0.0
1930.0	889.0	2378.0	0.0	0.0	0.0
1932.0	885.0	2389.0	0.0	0.0	0.0
1930.0	884.0	2398.0	0.0	0.0	0.0
1930.0	887.0	2418.0	0.0	0.0	0.0
1929.0	884.0	2424.0	0.0	0.0	0.0
1932.0	885.0	2441.0	0.0	0.0	0.0
1929.0	885.0	2449.0	0.0	0.0	0.0
1933.0	885.0	2457.0	0.0	0.0	0.0
1930.0	882.0	2439.0	0.0	0.0	0.0
1930.0	884.0	2456.0	0.0	0.0	0.0
1931.0	884.0	2483.0	0.0	0.0	0.0
1930.0	884.0	2484.0	0.0	0.0	0.0
1932.0	885.0	2479.0	0.0	0.0	0.0
1931.0	885.0	2511.0	0.0	0.0	0.0
1929.0	884.0	2488.0	0.0	0.0	0.0
1927.0	883.0	2492.0	0.0	0.0	0.0
1930.0	884.0	2502.0	0.0	0.0	0.0
1931.0	884.0	2497.0	0.0	0.0	0.0
1928.0	883.0	2547.0	0.0	0.0	0.0
1930.0	884.0	2527.0	0.0	0.0	0.0
1931.0	885.0	2518.0	0.0	0.0	0.0
1931.0	884.0	2546.0	0.0	0.0	0.0
1931.0	885.0	2557.0	0.0	0.0	0.0
1930.0	884.0	2550.0	0.0	0.0	0.0
1928.0	883.0	2550.0	0.0	0.0	0.0
1930.0	885.0	2554.0	0.0	0.0	0.0
1930.0	884.0	2561.0	0.0	0.0	0.0
1932.0	886.0	2561.0	0.0	0.0	0.0
1930.0	886.0	2565.0	0.0	0.0	0.0
1932.0	885.0	2543.0	0.0	0.0	0.0
1929.0	887.0	2535.0	0.0	0.0	0.0
1928.0	883.0	2540.0	0.0	0.0	0.0
1930.0	884.0	2522.0	0.0	0.0	0.0
1929.0	884.0	2524.0	0.0	0.0	0.0
1925.0	884.0	2561.0	0.0	0.0	0.0
1931.0	884.0	2508.0	0.0	0.0	0.0
1929.0	888.0	2487.0	0.0	0.0	0.0
1898.0	886.0	2441.0	0.0	0.0	0.0
1933.0	886.0	2455.0	0.0	0.0	0.0
1930.0	884.0	2444.0	0.0	0.0	0.0
1930.0	884.0	2460.0	0.0	0.0	0.0
1928.0	885.0	2459.0	0.0	0.0	0.0
1930.0	884.0	2444.0	0.0	0.0	0.0
1929.0	883.0	2420.0	0.0	0.0	0.0
1930.0	883.0	2439.0	0.0	0.0	0.0
1931.0	883.0	2460.0	0.0	0.0	0.0
1929.0	886.0	2406.0	0.0	0.0	0.0
1931.0	884.0	2375.0	0.0	0.0	0.0
1942.0	886.0	2397.0	0.0	0.0	0.0
1931.0	886.0	2347.0	0.0	0.0	0.0
1931.0	884.0	2370.0	0.0	0.0	0.0
1930.0	884.0	2341.0	0.0	0.0	0.0
1930.0	884.0	2346.0	0.0	0.0	0.0
1929.0	883.0	2310.0	0.0	0.0	0.0
1930.0	881.0	2304.0	0.0	0.0	0.0
1930.0	885.0	2337.0	0.0	0.0	0.0
1931.0	884.0	2284.0	0.0	0.0	0.0
1930.0	883.0	2265.0	0.0	0.0	0.0
1927.0	884.0	2241.0	0.0	0.0	0.0
1930.0	886.0	2253.0	0.0	0.0	0.0
1931.0	885.0	2221.0	0.0	0.0	0.0
1930.0	884.0	2251.0	0.0	0.0	0.0
1930.0	886.0	2214.0	0.0	0.0	0.0
1929.0	885.0	2233.0	0.0	0.0	0.0
1930.0	884.0	2199.0	0.0	0.0	0.0
1929.0	884.0	2216.0	0.0	0.0	0.0
1931.0	884.0	2198.0	0.0	0.0	0.0
1930.0	882.0	2197.0	0.0	0.0	0.0
1930.0	886.0	2165.0	0.0	0.0	0.0
1930.0	881.0	2137.0	0.0	0.0	0.0
1933.0	886.0	2144.0	0.0	0.0	0.0
1931.0	882.0	2166.0	0.0	0.0	0.0
1930.0	885.0	2156.0	0.0	0.0	0.0
1930.0	886.0	2163.0	0.0	0.0	0.0
1933.0	890.0	2168.0	0.0	0.0	0.0
1930.0	884.0	2167.0	0.0	0.0	0.0
1931.0	894.0	2163.0	0.0	0.0	0.0
1930.0	884.0	2187.0	0.0	0.0	0.0
1929.0	886.0	2194.0	0.0	0.0	0.0
1929.0	885.0	2193.0	0.0	0.0	0.0
1930.0	886.0	2180.0	0.0	0.0	0.0
1926.0	886.0	2192.0	0.0	0.0	0.0
1931.0	887.0	2176.0	0.0	0.0	0.0
1930.0	884.0	2192.0	0.0	0.0	0.0
1929.0	884.0	2204.0	0.0	0.0	0.0
1930.0	886.0	2215.0	0.0	0.0	0.0
1930.0	884.0	2238.0	0.0	0.0	0.0
1931.0	884.0	2250.0	0.0	0.0	0.0
1929.0	884.0	2256.0	0.0	0.0	0.0
1930.0	882.0	2256.0	0.0	0.0	0.0
1932.0	886.0	2250.0	0.0	0.0	0.0
1930.0	884.0	2240.0	0.0	0.0	0.0
1932.0	885.0	2285.0	0.0	0.0	0.0
1930.0	887.0	2286.0	0.0	0.0	0.0
1931.0	885.0	2323.0	0.0	0.0	0.0
1932.0	884.0	2315.0	0.0	0.0	0.0
1931.0	884.0	2328.0	0.0	0.0	0.0
1930.0	885.0	2342.0	0.0	0.0	0.0
1929.0	882.0	2352.0	0.0	0.0	0.0
1930.0	886.0	2378.0	0.0	0.0	0.0
1929.0	883.0	2358.0	0.0	0.0	0.0
1929.0	886.0	2373.0	0.0	0.0	0.0
1931.0	883.0	2412.0	0.0	0.0	0.0
1930.0	885.0	2419.0	0.0	0.0	0.0
1932.0	886.0	2445.0	0.0	0.0	0.0
1929.0	884.0	2450.0	0.0	0.0	0.0
1930.0	883.0	2435.0	0.0	0.0	0.0
1934.0	884.0	2455.0	0.0	0.0	0.0
1930.0	886.0	2471.0	0.0	0.0	0.0
1931.0	884.0	2444.0	0.0	0.0	0.0
1924.0	884.0	2486.0	0.0	0.0	0.0
1932.0	885.0	2481.0	0.0	0.0	0.0
1934.0	886.0	2494.0	0.0	0.0	0.0
1926.0	885.0	2478.0	0.0	0.0	0.0
1931.0	884.0	2507.0	0.0	0.0	0.0
1924.0	885.0	2497.0	0.0	0.0	0.0
1930.0	887.0	2505.0	0.0	0.0	0.0
1937.0	885.0	2543.0	0.0	0.0	0.0
1929.0	886.0	2521.0	0.0	0.0	0.0
1932.0	884.0	2530.0	0.0	0.0	0.0
1929.0	884.0	2536.0	0.0	0.0	0.0
1932.0	884.0	2527.0	0.0	0.0	0.0
1929.0	885.0	2534.0	0.0	0.0	0.0
1930.0	885.0	2542.0	0.0	0.0	0.0
1935.0	886.0	2532.0	0.0	0.0	0.0
1931.0	886.0	2549.0	0.0	0.0	0.0
1932.0	887.0	2562.0	0.0	0.0	0.0
1932.0	885.0	2544.0	0.0	0.0	0.0
1927.0	884.0	2571.0	0.0	0.0	0.0
1930.0	885.0	2560.0	0.0	0.0	0.0
1929.0	885.0	2540.0	0.0	0.0	0.0
1931.0	884.0	2562.0	0.0	0.0	0.0
1932.0	885.0	2530.0	0.0	0.0	0.0
1930.0	884.0	2529.0	0.0	0.0	0.0
1930.0	886.0	2543.0	0.0	0.0	0.0
1930.0	885.0	2538.0	0.0	0.0	0.0
1927.0	885.0	2501.0	0.0	0.0	0.0
1931.0	884.0	2461.0	0.0	0.0	0.0
1933.0	883.0	2446.0	0.0	0.0	0.0
1931.0	886.0	2461.0	0.0	0.0	0.0
1927.0	885.0	2449.0	0.0	0.0	0.0
1931.0	883.0	2442.0	0.0	0.0	0.0
1930.0	883.0	2417.0	0.0	0.0	0.0
1930.0	884.0	2425.0	0.0	0.0	0.0
1929.0	882.0	2437.0	0.0	0.0	0.0
1930.0	885.0	2443.0	0.0	0.0	0.0
1930.0	887.0	2413.0	0.0	0.0	0.0
1929.0	884.0	2386.0	0.0	0.0	0.0
1931.0	884.0	2376.0	0.0	0.0	0.0
1932.0	885.0	2373.0	0.0	0.0	0.0
1932.0	888.0	2344.0	0.0	0.0	0.0
1929.0	884.0	2340.0	0.0	0.0	0.0
1928.0	884.0	2312.0	0.0	0.0	0.0
1931.0	883.0	2330.0	0.0	0.0	0.0
1932.0	884.0	2300.0	0.0	0.0	0.0
1932.0	884.0	2306.0	0.0	0.0	0.0
1931.0	884.0	2279.0	0.0	0.0	0.0
1932.0	885.0	2287.0	0.0	0.0	0.0
1930.0	886.0	2262.0	0.0	0.0	0.0
1929.0	882.0	2256.0	0.0	0.0	0.0
1930.0	884.0	2219.0	0.0	0.0	0.0
1931.0	881.0	2255.0	0.0	0.0	0.0
1928.0	885.0	2238.0	0.0	0.0	0.0
1932.0	883.0	2204.0	0.0	0.0	0.0
1929.0	886.0	2197.0	0.0	0.0	0.0
1928.0	883.0	2189.0	0.0	0.0	0.0
1929.0	886.0	2202.0	0.0	0.0	0.0
1929.0	884.0	2182.0	0.0	0.0	0.0
1931.0	883.0	2176.0	0.0	0.0	0.0
1931.0	884.0	2153.0	0.0	0.0	0.0
1932.0	884.0	2143.0	0.0	0.0	0.0
1929.0	884.0	2204.0	0.0	0.0	0.0
1929.0	883.0	2161.0	0.0	0.0	0.0
1929.0	883.0	2172.0	0.0	0.0	0.0
1930.0	884.0	2172.0	0.0	0.0	0.0
1933.0	884.0	2160.0	0.0	0.0	0.0
1931.0	884.0	2179.0	0.0	0.0	0.0
1926.0	884.0	2185.0	0.0	0.0	0.0
1930.0	885.0	2188.0	0.0	0.0	0.0
1926.0	883.0	2183.0	0.0	0.0	0.0
1930.0	884.0	2192.0	0.0	0.0	0.0
1932.0	886.0	2174.0	0.0	0.0	0.0
1928.0	884.0	2189.0	0.0	0.0	0.0
1938.0	883.0	2193.0	0.0	0.0	0.0
1930.0	885.0	2186.0	0.0	0.0	0.0
1929.0	883.0	2212.0	0.0	0.0	0.0
1930.0	884.0	2218.0	0.0	0.0	0.0
1928.0	883.0	2247.0	0.0	0.0	0.0
1931.0	884.0	2248.0	0.0	0.0	0.0
1931.0	881.0	2248.0	0.0	0.0	0.0
1931.0	884.0	2246.0	0.0	0.0	0.0
1930.0	879.0	2269.0	0.0	0.0	0.0
1932.0	886.0	2288.0	0.0	0.0	0.0
1931.0	884.0	2301.0	0.0	0.0	0.0
1931.0	885.0	2307.0	0.0	0.0	0.0
1931.0	884.0	2312.0	0.0	0.0	0.0
1930.0	885.0	2337.0	0.0	0.0	0.0
1931.0	886.0	2357.0	0.0	0.0	0.0
1930.0	887.0	2335.0	0.0	0.0	0.0
1932.0	884.0	2364.0	0.0	0.0	0.0
1931.0	885.0	2369.0	0.0	0.0	0.0
1931.0	885.0	2381.0	0.0	0.0	0.0
1931.0	882.0	2404.0	0.0	0.0	0.0
1931.0	885.0	2404.0	0.0	0.0	0.0
1931.0	884.0	2425.0	0.0	0.0	0.0
1930.0	884.0	2435.0	0.0	0.0	0.0
1934.0	885.0	2450.0	0.0	0.0	0.0
1928.0	884.0	2442.0	0.0	0.0	0.0
1930.0	882.0	2464.0	0.0	0.0	0.0
1930.0	883.0	2445.0	0.0	0.0	0.0
1932.0	884.0	2466.0	0.0	0.0	0.0
1932.0	885.0	2497.0	0.0	0.0	0.0
1930.0	884.0	2474.0	0.0	0.0	0.0
1930.0	885.0	2478.0	0.0	0.0	0.0
1930.0	886.0	2493.0	0.0	0.0	0.0
1931.0	883.0	2497.0	0.0	0.0	0.0
1932.0	883.0	2477.0	0.0	0.0	0.0
1930.0	883.0	2510.0	0.0	0.0	0.0
1930.0	887.0	2532.0	0.0	0.0	0.0
1929.0	883.0	2518.0	0.0	0.0	0.0
1931.0	883.0	2514.0	0.0	0.0	0.0
1930.0	883.0	2537.0	0.0	0.0	0.0
1930.0	884.0	2524.0	0.0	0.0	0.0
1932.0	887.0	2551.0	0.0	0.0	0.0
1930.0	886.0	2554.0	0.0	0.0	0.0
1932.0	884.0	2548.0	0.0	0.0	0.0
1933.0	888.0	2561.0	0.0	0.0	0.0
1932.0	883.0	2591.0	0.0	0.0	0.0
1931.0	885.0	2531.0	0.0	0.0	0.0
1931.0	887.0	2590.0	0.0	0.0	0.0
1931.0	886.0	2536.0	0.0	0.0	0.0
1932.0	888.0	2561.0	0.0	0.0	0.0
1932.0	885.0	2527.0	0.0	0.0	0.0
1932.0	886.0	2544.0	0.0	0.0	0.0
1929.0	885.0	2533.0	0.0	0.0	0.0
1932.0	886.0	2534.0	0.0	0.0	0.0
1933.0	885.0	2534.0	0.0	0.0	0.0
1930.0	886.0	2465.0	0.0	0.0	0.0
1930.0	886.0	2471.0	0.0	0.0	0.0
1931.0	883.0	2429.0	0.0	0.0	0.0
1929.0	884.0	2474.0	0.0	0.0	0.0
1930.0	891.0	2456.0	0.0	0.0	0.0
1930.0	883.0	2438.0	0.0	0.0	0.0
1932.0	884.0	2430.0	0.0	0.0	0.0
1930.0	884.0	2431.0	0.0	0.0	0.0
1933.0	887.0	2423.0	0.0	0.0	0.0
1931.0	884.0	2451.0	0.0	0.0	0.0
1929.0	884.0	2375.0	0.0	0.0	0.0
1929.0	884.0	2386.0	0.0	0.0	0.0
1931.0	886.0	2364.0	0.0	0.0	0.0
1933.0	886.0	2361.0	0.0	0.0	0.0
1932.0	885.0	2349.0	0.0	0.0	0.0
1929.0	883.0	2323.0	0.0	0.0	0.0
1929.0	884.0	2317.0	0.0	0.0	0.0
1931.0	883.0	2295.0	0.0	0.0	0.0
1932.0	885.0	2298.0	0.0	0.0	0.0
1932.0	882.0	2337.0	0.0	0.0	0.0
1933.0	885.0	2251.0	0.0	0.0	0.0
1927.0	885.0	2271.0	0.0	0.0	0.0
1930.0	883.0	2256.0	0.0	0.0	0.0
1936.0	885.0	2245.0	0.0	0.0	0.0
1929.0	885.0	2227.0	0.0	0.0	0.0
1930.0	883.0	2228.0	0.0	0.0	0.0
1928.0	884.0	2227.0	0.0	0.0	0.0
1928.0	887.0	2204.0	0.0	0.0	0.0
1930.0	883.0	2219.0	0.0	0.0	0.0
1931.0	888.0	2211.0	0.0	0.0	0.0
1930.0	885.0	2184.0	0.0	0.0	0.0
1930.0	883.0	2162.0	0.0	0.0	0.0
1930.0	885.0	2166.0	0.0	0.0	0.0
1932.0	887.0	2164.0	0.0	0.0	0.0
1933.0	886.0	2183.0	0.0	0.0	0.0
1929.0	884.0	2158.0	0.0	0.0	0.0
1932.0	889.0	2164.0	0.0	0.0	0.0
1929.0	885.0	2165.0	0.0	0.0	0.0
1931.0	885.0	2166.0	0.0	0.0	0.0
1931.0	885.0	2185.0	0.0	0.0	0.0
1931.0	886.0	2179.0	0.0	0.0	0.0
1930.0	885.0	2181.0	0.0	0.0	0.0
1931.0	885.0	2174.0	0.0	0.0	0.0
1929.0	886.0	2176.0	0.0	0.0	0.0
1930.0	885.0	2203.0	0.0	0.0	0.0
1929.0	885.0	2193.0	0.0	0.0	0.0
1935.0	887.0	2201.0	0.0	0.0	0.0
1933.0	884.0	2195.0	0.0	0.0	0.0
1930.0	894.0	2221.0	0.0	0.0	0.0
1931.0	885.0	2241.0	0.0	0.0	0.0
1932.0	886.0	2242.0	0.0	0.0	0.0
1931.0	886.0	2243.0	0.0	0.0	0.0
1932.0	888.0	2252.0	0.0	0.0	0.0
1932.0	887.0	2259.0	0.0	0.0	0.0
1930.0	884.0	2264.0	0.0	0.0	0.0
1933.0	886.0	2271.0	0.0	0.0	0.0
1931.0	887.0	2311.0	0.0	0.0	0.0
1931.0	884.0	2323.0	0.0	0.0	0.0
1930.0	884.0	2344.0	0.0	0.0	0.0
1930.0	884.0	2314.0	0.0	0.0	0.0
1930.0	884.0	2356.0	0.0	0.0	0.0
1930.0	883.0	2329.0	0.0	0.0	0.0
1930.0	886.0	2367.0	0.0	0.0	0.0
1931.0	885.0	2345.0	0.0	0.0	0.0
1932.0	886.0	2370.0	0.0	0.0	0.0
1931.0	885.0	2398.0	0.0	0.0	0.0
1930.0	883.0	2425.0	0.0	0.0	0.0
1930.0	884.0	2415.0	0.0	0.0	0.0
1929.0	885.0	2434.0	0.0	0.0	0.0
1929.0	884.0	2465.0	0.0	0.0	0.0
1929.0	884.0	2452.0	0.0	0.0	0.0
1930.0	883.0	2442.0	0.0	0.0	0.0
1931.0	885.0	2459.0	0.0	0.0	0.0
1931.0	884.0	2477.0	0.0	0.0	0.0
1934.0	886.0	2472.0	0.0	0.0	0.0
1932.0	886.0	2477.0	0.0	0.0	0.0
1930.0	884.0	2492.0	0.0	0.0	0.0
1930.0	884.0	2505.0	0.0	0.0	0.0
1929.0	885.0	2512.0	0.0	0.0	0.0
1930.0	887.0	2492.0	0.0	0.0	0.0
1931.0	884.0	2512.0	0.0	0.0	0.0
1930.0	883.0	2528.0	0.0	0.0	0.0
1930.0	883.0	2534.0	0.0	0.0	0.0
1934.0	887.0	2525.0	0.0	0.0	0.0
1931.0	885.0	2548.0	0.0	0.0	0.0
1930.0	885.0	2537.0	0.0	0.0	0.0
1929.0	882.0	2552.0	0.0	0.0	0.0
1930.0	885.0	2550.0	0.0	0.0	0.0
1931.0	885.0	2551.0	0.0	0.0	0.0
1933.0	885.0	2542.0	0.0	0.0	0.0
1930.0	886.0	2573.0	0.0	0.0	0.0
1931.0	885.0	2542.0	0.0	0.0	0.0
1930.0	885.0	2551.0	0.0	0.0	0.0
1930.0	885.0	2555.0	0.0	0.0	0.0
1929.0	884.0	2533.0	0.0	0.0	0.0
1930.0	884.0	2520.0	0.0	0.0	0.0
1931.0	884.0	2538.0	0.0	0.0	0.0
1931.0	883.0	2560.0	0.0	0.0	0.0
1931.0	883.0	2514.0	0.0	0.0	0.0
1931.0	887.0	2530.0	0.0	0.0	0.0
1932.0	885.0	2455.0	0.0	0.0	0.0
1931.0	887.0	2477.0	0.0	0.0	0.0
1930.0	883.0	2455.0	0.0	0.0	0.0
1931.0	882.0	2447.0	0.0	0.0	0.0
1929.0	883.0	2451.0	0.0	0.0	0.0
1932.0	885.0	2445.0	0.0	0.0	0.0
1929.0	884.0	2442.0	0.0	0.0	0.0
1929.0	881.0	2428.0	0.0	0.0	0.0
1930.0	883.0	2439.0	0.0	0.0	0.0
1931.0	885.0	2420.0	0.0	0.0	0.0
1931.0	884.0	2384.0	0.0	0.0	0.0
1930.0	882.0	2393.0	0.0	0.0	0.0
1932.0	886.0	2365.0	0.0	0.0	0.0
1930.0	884.0	2344.0	0.0	0.0	0.0
1944.0	883.0	2361.0	0.0	0.0	0.0
1930.0	884.0	2315.0	0.0	0.0	0.0
1935.0	885.0	2333.0	0.0	0.0	0.0
1932.0	884.0	2307.0	0.0	0.0	0.0
1931.0	883.0	2321.0	0.0	0.0	0.0
1931.0	883.0	2286.0	0.0	0.0	0.0
1931.0	883.0	2274.0	0.0	0.0	0.0
1930.0	883.0	2259.0	0.0	0.0	0.0
1932.0	886.0	2256.0	0.0	0.0	0.0
1930.0	881.0	2239.0	0.0	0.0	0.0
1929.0	886.0	2231.0	0.0	0.0	0.0
1930.0	885.0	2213.0	0.0	0.0	0.0
1930.0	883.0	2228.0	0.0	0.0	0.0
1926.0	887.0	2187.0	0.0	0.0	0.0
1928.0	886.0	2216.0	0.0	0.0	0.0
1929.0	883.0	2194.0	0.0	0.0	0.0
1931.0	884.0	2207.0	0.0	0.0	0.0
1930.0	885.0	2169.0	0.0	0.0	0.0
1930.0	883.0	2155.0	0.0	0.0	0.0
1930.0	884.0	2158.0	0.0	0.0	0.0
1927.0	884.0	2158.0	0.0	0.0	0.0
1929.0	883.0	2175.0	0.0	0.0	0.0
1931.0	883.0	2164.0	0.0	0.0	0.0
1931.0	884.0	2153.0	0.0	0.0	0.0
1930.0	886.0	2148.0	0.0	0.0	0.0
1926.0	884.0	2184.0	0.0	0.0	0.0
1931.0	884.0	2189.0	0.0	0.0	0.0
1928.0	882.0	2180.0	0.0	0.0	0.0
1930.0	884.0	2207.0	0.0	0.0	0.0
1946.0	884.0	2193.0	0.0	0.0	0.0
1932.0	883.0	2197.0	0.0	0.0	0.0
1929.0	884.0	2203.0	0.0	0.0	0.0
1931.0	883.0	2200.0	0.0	0.0	0.0
1930.0	886.0	2210.0	0.0	0.0	0.0
1934.0	885.0	2221.0	0.0	0.0	0.0
1929.0	883.0	2220.0	0.0	0.0	0.0
1930.0	883.0	2243.0	0.0	0.0	0.0
1930.0	883.0	2248.0	0.0	0.0	0.0
1932.0	885.0	2262.0	0.0	0.0	0.0
1928.0	884.0	2266.0	0.0	0.0	0.0
1930.0	885.0	2270.0	0.0	0.0	0.0
1929.0	883.0	2275.0	0.0	0.0	0.0
1933.0	885.0	2292.0	0.0	0.0	0.0
1928.0	887.0	2339.0	0.0	0.0	0.0
1929.0	884.0	2330.0	0.0	0.0	0.0
1931.0	885.0	2327.0	0.0	0.0	0.0
1930.0	885.0	2338.0	0.0	0.0	0.0
1931.0	885.0	2347.0	0.0	0.0	0.0
1929.0	884.0	2362.0	0.0	0.0	0.0
1930.0	878.0	2343.0	0.0	0.0	0.0
1930.0	885.0	2381.0	0.0	0.0	0.0
1931.0	885.0	2399.0	0.0	0.0	0.0
1929.0	884.0	2395.0	0.0	0.0	0.0
1927.0	885.0	2411.0	0.0	0.0	0.0
1929.0	884.0	2438.0	0.0	0.0	0.0
1928.0	885.0	2443.0	0.0	0.0	0.0
1929.0	884.0	2437.0	0.0	0.0	0.0
1930.0	885.0	2446.0	0.0	0.0	0.0
1931.0	885.0	2476.0	0.0	0.0	0.0
1930.0	884.0	2454.0	0.0	0.0	0.0
1932.0	885.0	2498.0	0.0	0.0	0.0
1930.0	884.0	2484.0	0.0	0.0	0.0
1932.0	886.0	2511.0	0.0	0.0	0.0
1929.0	883.0	2497.0	0.0	0.0	0.0
1931.0	886.0	2514.0	0.0	0.0	0.0
1932.0	884.0	2490.0	0.0	0.0	0.0
1930.0	884.0	2510.0	0.0	0.0	0.0
1928.0	884.0	2533.0	0.0	0.0	0.0
1929.0	883.0	2528.0	0.0	0.0	0.0
1928.0	886.0	2539.0	0.0	0.0	0.0
1930.0	885.0	2527.0	0.0	0.0	0.0
1928.0	882.0	2532.0	0.0	0.0	0.0
1931.0	885.0	2553.0	0.0	0.0	0.0
1931.0	887.0	2515.0	0.0	0.0	0.0
1932.0	873.0	2561.0	0.0	0.0	0.0
1932.0	885.0	2571.0	0.0	0.0	0.0
1932.0	886.0	2540.0	0.0	0.0	0.0
